acc,auc,auprc,loss,prec,rec,val_acc,val_auc,val_auprc,val_loss,val_prec,val_rec,learning_rate
0.49228131771087646,0.5207324028015137,0.5211141705513,0.7364625334739685,0.5141065716743469,0.2728785276412964,0.46113988757133484,0.48998895287513733,0.5870206356048584,0.7305012345314026,0.5849056839942932,0.2743362784385681,0.0005000000237487257
0.5214408040046692,0.5145082473754883,0.5196384191513062,0.7043149471282959,0.536878228187561,0.5207986831665039,0.46113988757133484,0.44889378547668457,0.5663065910339355,0.714263916015625,0.5517241358757019,0.4247787594795227,0.0005000000237487257
0.5291595458984375,0.5325327515602112,0.5363113880157471,0.6940175890922546,0.5363128781318665,0.6389350891113281,0.45077720284461975,0.4392145872116089,0.5525834560394287,0.712117075920105,0.5346534848213196,0.47787609696388245,0.0005000000237487257
0.5428816676139832,0.556352972984314,0.5604367256164551,0.6884819269180298,0.5497075915336609,0.6256239414215088,0.46113988757133484,0.4434734582901001,0.5501481294631958,0.7116297483444214,0.5412843823432922,0.5221238732337952,0.0005000000237487257
0.5591766834259033,0.5664688348770142,0.5698492527008057,0.6857227087020874,0.5583892464637756,0.6921796798706055,0.45077720284461975,0.4543141722679138,0.5615232586860657,0.712759792804718,0.5339806079864502,0.48672565817832947,0.0005000000237487257
0.5651801228523254,0.5892068147659302,0.5941365957260132,0.680808424949646,0.5658263564109802,0.6722129583358765,0.4663212299346924,0.45425882935523987,0.5669927597045898,0.7107381820678711,0.5446428656578064,0.5398229956626892,0.0005000000237487257
0.572898805141449,0.596769392490387,0.6073092222213745,0.678554892539978,0.5756241083145142,0.6522462368011475,0.47668394446372986,0.4471791982650757,0.5501807332038879,0.7196455001831055,0.557692289352417,0.5132743120193481,0.0005000000237487257
0.5591766834259033,0.6014459133148193,0.6137821078300476,0.675940990447998,0.5656108856201172,0.6239600777626038,0.4715026021003723,0.446681410074234,0.5488481521606445,0.7179517149925232,0.5495495200157166,0.5398229956626892,0.0002500000118743628
0.5711835622787476,0.6089968085289001,0.612585723400116,0.6751871109008789,0.5785381197929382,0.6189683675765991,0.4922279715538025,0.44402652978897095,0.5459691286087036,0.7191544771194458,0.5652173757553101,0.5752212405204773,0.0002500000118743628
0.583190381526947,0.6078129410743713,0.6181343793869019,0.674531102180481,0.585949182510376,0.6522462368011475,0.47668394446372986,0.43910396099090576,0.541714072227478,0.7194966673851013,0.5526315569877625,0.5575221180915833,0.0002500000118743628
0.604631245136261,0.6260052919387817,0.6269394159317017,0.6704924702644348,0.5983145833015442,0.7088186144828796,0.4715026021003723,0.4362278878688812,0.5384830832481384,0.7195855379104614,0.5478261113166809,0.5575221180915833,0.0002500000118743628
0.5857632756233215,0.6167213916778564,0.6314252614974976,0.6713561415672302,0.5867646932601929,0.6638935208320618,0.4818652868270874,0.437831848859787,0.5402466058731079,0.7202264666557312,0.5585585832595825,0.5486725568771362,0.0002500000118743628
0.5951972603797913,0.6308173537254333,0.6339834928512573,0.6692762970924377,0.5964125394821167,0.6638935208320618,0.47668394446372986,0.4368915855884552,0.5491558909416199,0.7194589972496033,0.5545454621315002,0.5398229956626892,0.0002500000118743628
